,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,New_Status
1203,259629,Comcast internet-Price keeps changing,2015-04-27,27-Apr-15,4:40:09 PM,Internet,Mapleton,Utah,84664,Closed,No,April,Closed
1204,221175,Comcast Continuous Modem Rental Charges,2015-04-07,04-Jul-15,10:55:32 AM,Customer Care Call,Margate,Florida,33063,Closed,No,April,Closed
1205,360185,Comcast Throttling Internet,2015-06-23,23-Jun-15,9:26:30 PM,Internet,Margate,New Jersey,8402,Open,Yes,June,Open
1206,220948,Customer Service and Billing Complaint,2015-04-07,04-Jul-15,7:42:23 AM,Internet,Marietta,Georgia,30068,Closed,No,April,Closed
1207,264114,300GB/month data cap 'trial' for several years now,2015-04-29,29-Apr-15,1:26:32 PM,Customer Care Call,Marietta,Georgia,30062,Closed,No,April,Closed
1208,286994,Comcast data usage cap,2015-05-13,13-May-15,2:54:18 AM,Internet,Marietta,Georgia,30068,Open,No,May,Open
1209,292968,Comcast Data Caps,2015-05-16,16-May-15,12:19:09 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No,May,Closed
1210,293411,"Comcast and their ""data limit""",2015-05-16,16-May-15,2:57:30 PM,Internet,Marietta,Georgia,30066,Solved,Yes,May,Closed
1211,295614,Comcast refuses to honor a plan that one of their sales reps offered,2015-05-18,18-May-15,5:11:06 PM,Internet,Marietta,Georgia,30066,Solved,No,May,Closed
1212,316247,Comcast,2015-06-01,06-Jan-15,9:39:09 AM,Internet,Marietta,Georgia,30066,Closed,No,June,Closed
1213,326514,Data Cap imposed without notice,2015-06-06,06-Jun-15,6:08:52 AM,Internet,Marietta,Georgia,30066,Solved,No,June,Closed
1214,329684,Comcast charging over $600 for data,2015-06-08,06-Aug-15,10:53:54 PM,Customer Care Call,Marietta,Georgia,30067,Closed,No,June,Closed
1215,354546,Comcast/Xfinity,2015-06-21,21-Jun-15,10:51:49 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No,June,Closed
1216,358050,Comcast Business Internet,2015-06-23,23-Jun-15,12:17:42 PM,Internet,Marietta,Georgia,30062,Solved,No,June,Closed
1217,362909,Comcast 300GB data cap,2015-06-24,24-Jun-15,5:19:51 PM,Customer Care Call,Marietta,Georgia,30066,Solved,No,June,Closed
1218,366944,Comcast Charges,2015-06-25,25-Jun-15,7:56:22 PM,Internet,Marietta,Georgia,30062,Solved,No,June,Closed
1219,367546,Overcharged Internet Billing,2015-06-26,26-Jun-15,9:47:15 AM,Internet,Marietta,Georgia,30068,Open,No,June,Open
1220,368500,Comcast 300Gb Data Cap,2015-06-26,26-Jun-15,2:57:56 PM,Internet,Marietta,Georgia,30066,Solved,No,June,Closed
1221,371385,Comcast - Billing Practices,2015-06-28,28-Jun-15,11:14:57 PM,Customer Care Call,Marietta,Georgia,30064,Open,No,June,Open
1222,318574,Comcast Billing and Service Issues,2015-06-02,06-Feb-15,12:07:56 PM,Customer Care Call,Markham,Illinois,60428,Open,No,June,Open
1223,359592,Intermittent poor service,2015-06-23,23-Jun-15,5:52:17 PM,Internet,Marlborough,Connecticut,6447,Open,No,June,Open
1224,281940,Inconsistent and poor internet performance,2015-05-09,05-Sep-15,2:51:48 PM,Customer Care Call,Marlton,New Jersey,5053,Closed,No,May,Closed
1225,367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,2015-06-26,26-Jun-15,1:45:58 AM,Internet,Martinez,California,94553,Open,No,June,Open
1226,224222,Comcast endless problems,2015-04-08,04-Aug-15,2:07:47 PM,Internet,Martinez,Georgia,30907,Closed,No,April,Closed
1227,218696,Internet connection delibrately slowed down,2015-04-05,04-May-15,10:06:33 PM,Internet,Martinez,Georgia,30907,Closed,No,April,Closed
1228,249355,Comcast - Customer Service/Technical Service Inferiority,2015-04-22,22-Apr-15,1:38:59 AM,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No,April,Closed
1229,337071,Comcast cable outage,2015-06-12,06-Dec-15,1:40:52 PM,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No,June,Closed
1230,236299,service not disconnected as requested. overcharged and overpaid as a result.,2015-04-15,15-Apr-15,7:58:43 AM,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No,April,Closed
1231,340647,comcast service,2015-06-15,15-Jun-15,11:00:19 AM,Customer Care Call,Marysville,California,95901,Solved,No,June,Closed
1232,372859,INFINITY / COMCAST,2015-06-29,29-Jun-15,4:10:08 PM,Customer Care Call,Marysville,Washington,98271,Solved,No,June,Closed
1233,291044,Datacaps,2015-05-14,14-May-15,8:42:22 PM,Customer Care Call,Maynardville,Tennessee,37807,Open,No,May,Open
1234,246635,Comcast Internet Speeds,2015-04-21,21-Apr-15,11:02:40 AM,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes,April,Closed
1235,306219,Comcast - internet service complaint,2015-05-25,25-May-15,9:20:40 PM,Internet,Mccordsville,Indiana,46055,Open,No,May,Open
1236,328801,NO Comcast-- Uverse,2015-06-08,06-Aug-15,3:41:26 PM,Internet,Mcdonough,Georgia,30253,Closed,No,June,Closed
1237,211775,Horrible Service,2015-04-01,04-Jan-15,12:28:58 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,April,Closed
1238,316927,Comcast- Internet,2015-06-01,06-Jan-15,2:21:30 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,June,Closed
1239,335859,internet,2015-06-11,06-Nov-15,7:47:29 PM,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes,June,Closed
1240,337869,Wasted Time and money!,2015-06-12,06-Dec-15,4:50:15 PM,Customer Care Call,Medley,Florida,33178,Solved,No,June,Closed
1241,334514,billing issues,2015-06-11,06-Nov-15,11:40:59 AM,Internet,Melvindale,Michigan,48122,Solved,No,June,Closed
1242,215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,2015-04-02,04-Feb-15,5:46:46 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No,April,Closed
1243,243364,Comcast data caps,2015-04-18,18-Apr-15,8:55:05 PM,Internet,Memphis,Tennessee,38119,Closed,Yes,April,Closed
1244,252934,Comcast,2015-04-23,23-Apr-15,3:33:57 PM,Customer Care Call,Memphis,Tennessee,38104,Closed,No,April,Closed
1245,265590,Comcast data cap limit,2015-04-29,29-Apr-15,10:49:16 PM,Internet,Memphis,Tennessee,38104,Closed,No,April,Closed
1246,270239,invalid sercice,2015-05-02,05-Feb-15,5:56:40 PM,Customer Care Call,Memphis,Tennessee,38111,Solved,No,May,Closed
1247,270240,invalid sercice,2015-05-02,05-Feb-15,5:56:41 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No,May,Closed
1248,304454,Comcast data caps,2015-05-23,23-May-15,12:23:38 AM,Customer Care Call,Memphis,Tennessee,38111,Open,No,May,Open
1249,325445,Stop the data caps of Comcast,2015-06-05,06-May-15,2:06:03 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No,June,Closed
1250,333786,Lack of communication and poor customer service,2015-06-10,06-Oct-15,7:55:27 PM,Internet,Memphis,Tennessee,38115,Open,No,June,Open
1251,353177,Comcast Data Cap,2015-06-19,19-Jun-15,9:06:34 PM,Internet,Memphis,Tennessee,38016,Solved,No,June,Closed
1252,363094,Comcast Overpricing,2015-06-24,24-Jun-15,6:23:10 PM,Customer Care Call,Memphis,Tennessee,38105,Open,No,June,Open
1253,361037,Comcast Rates,2015-06-24,24-Jun-15,9:42:09 AM,Customer Care Call,Memphis,Tennessee,38117,Solved,No,June,Closed
1254,375276,Comcast Data Cap,2015-06-30,30-Jun-15,3:54:17 PM,Internet,Memphis,Tennessee,38115,Pending,No,June,Open
1255,214998,Comcast refuse to honor agreed upon price / promotion,2015-04-02,04-Feb-15,5:08:11 PM,Internet,Menlo Park,California,94025,Closed,No,April,Closed
1256,358746,Comcast slowing down,2015-06-23,23-Jun-15,2:47:27 PM,Customer Care Call,Menlo Park,California,94025,Solved,No,June,Closed
1257,365162,Unfair billing practices,2015-06-25,25-Jun-15,1:50:03 PM,Internet,Meriden,New Hampshire,3770,Solved,No,June,Closed
1258,372223,Poor Customer Service with Comcast,2015-06-29,29-Jun-15,1:14:58 PM,Customer Care Call,Meridian,Mississippi,39307,Open,No,June,Open
1259,357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,2015-06-23,23-Jun-15,12:03:16 PM,Customer Care Call,Metairie,Louisiana,70003,Solved,No,June,Closed
1260,351053,"Comcast still billing, after account is closed and paid",2015-06-19,19-Jun-15,8:53:04 AM,Internet,Mexico,New York,13114,Solved,No,June,Closed
1261,230370,comcast deceving upgrade without request,2015-04-11,04-Nov-15,11:29:04 AM,Customer Care Call,Miami,Florida,33177,Closed,Yes,April,Closed
1262,239218,Comcast service issues.,2015-04-16,16-Apr-15,1:06:07 PM,Customer Care Call,Miami,Florida,33111,Closed,No,April,Closed
1263,240653,"comcast internet, telephone, TV service",2015-04-16,16-Apr-15,10:13:04 PM,Customer Care Call,Miami,Florida,33133,Closed,No,April,Closed
1264,215922,Not receiving internet and harrassing phone calls,2015-04-03,04-Mar-15,10:35:40 AM,Customer Care Call,Miami,Florida,33132,Closed,No,April,Closed
1265,263934,Internet service,2015-04-29,29-Apr-15,12:30:58 PM,Internet,Miami,Florida,33172,Closed,No,April,Closed
1266,265456,comcast complaint,2015-04-29,29-Apr-15,9:07:55 PM,Internet,Miami,Florida,33147,Closed,No,April,Closed
1267,279363,Comcast is terrible,2015-05-07,05-Jul-15,8:59:18 PM,Internet,Miami,Florida,33186,Solved,No,May,Closed
1268,282265,Comcast Internet Poor Service,2015-05-09,05-Sep-15,11:04:43 PM,Customer Care Call,Miami,Florida,33176,Open,No,May,Open
1269,282025,Charged for Cable Modem Rental that I have owned for 8 years,2015-05-09,05-Sep-15,4:03:56 PM,Internet,Miami,Florida,33157,Open,No,May,Open
1270,291461,Monthly charge for a Modem,2015-05-15,15-May-15,11:11:38 AM,Customer Care Call,Miami,Florida,33169,Solved,No,May,Closed
1271,293037,Comcast service,2015-05-16,16-May-15,7:46:28 AM,Customer Care Call,Miami,Florida,33177,Closed,No,May,Closed
1272,293038,Comcast service,2015-05-16,16-May-15,7:46:32 AM,Customer Care Call,Miami,Florida,33177,Closed,No,May,Closed
1273,301242,COMCAST,2015-05-21,21-May-15,1:07:43 PM,Internet,Miami,Florida,33128,Solved,No,May,Closed
1274,320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,2015-06-03,06-Mar-15,9:31:06 AM,Internet,Miami,Florida,33157,Solved,No,June,Closed
1275,320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,2015-06-03,06-Mar-15,9:36:34 AM,Internet,Miami,Florida,33157,Open,No,June,Open
1276,340521,Failure to connect service,2015-06-15,15-Jun-15,9:51:39 AM,Internet,Miami,Florida,33133,Solved,No,June,Closed
1277,352345,COMCAST WILL NOT CANCEL MY ACCOUNT,2015-06-19,19-Jun-15,3:42:43 PM,Customer Care Call,Miami,Florida,33150,Solved,No,June,Closed
1278,356421,Problems with Comcast xfinity Internet service,2015-06-22,22-Jun-15,4:17:32 PM,Internet,Miami,Florida,33145,Solved,No,June,Closed
1279,363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",2015-06-24,24-Jun-15,9:21:29 PM,Customer Care Call,Miami,Florida,33131,Open,No,June,Open
1280,365368,Comcast internet billing,2015-06-25,25-Jun-15,2:12:52 PM,Internet,Miami,Florida,33157,Open,Yes,June,Open
1281,367258,Comcast Internet being slow,2015-06-25,25-Jun-15,11:06:47 PM,Internet,Miami,Florida,33194,Pending,No,June,Open
1282,369434,Comcast New SignUp billing bait-and-switch,2015-06-26,26-Jun-15,9:54:59 PM,Internet,Miami,Florida,33125,Pending,No,June,Open
1283,365082,Billing,2015-06-25,25-Jun-15,1:26:23 PM,Internet,Miami Gardens,Florida,33056,Solved,No,June,Closed
1284,355079,Lack of internet speed,2015-06-22,22-Jun-15,8:28:43 AM,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No,June,Closed
1285,262747,Comcast Poor Customer Services and Commitment,2015-04-28,28-Apr-15,7:15:01 PM,Internet,Middleburg,Florida,32068,Closed,No,April,Closed
1286,223841,new fcc internet rules slowing down system,2015-04-08,04-Aug-15,12:24:52 PM,Internet,Middletown,Connecticut,6457,Closed,No,April,Closed
1287,359483,Unfair pricing,2015-06-23,23-Jun-15,5:24:45 PM,Customer Care Call,Middletown,Maryland,21769,Solved,Yes,June,Closed
1288,268773,Poor service from Comcast Xfinity,2015-05-01,05-Jan-15,2:01:54 PM,Internet,Milford,Delaware,19963,Open,No,May,Open
1289,360989,Internet and Cable Billing,2015-06-24,24-Jun-15,9:13:25 AM,Internet,Milford,Delaware,19963,Solved,No,June,Closed
1290,238264,Comcast,2015-04-15,15-Apr-15,9:08:43 PM,Customer Care Call,Milford,Michigan,48380,Closed,No,April,Closed
1291,277544,Comcast charging me for items I do not want/asked for,2015-05-07,05-Jul-15,4:04:35 AM,Customer Care Call,Mill Creek,Washington,98012,Solved,No,May,Closed
1292,359345,Internet throttling,2015-06-23,23-Jun-15,4:49:35 PM,Internet,Mill Creek,Washington,98012,Solved,No,June,Closed
1293,221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,2015-04-07,04-Jul-15,2:39:40 PM,Customer Care Call,Mill Valley,California,94941,Closed,No,April,Closed
1294,335917,"Second Complaint ""Comcast not honoring Marketing Materials""",2015-06-11,06-Nov-15,8:14:04 PM,Customer Care Call,Mill Valley,California,94941,Closed,No,June,Closed
1295,353068,"Comcast committing ""Bait and Switch Fraud""",2015-06-19,19-Jun-15,7:38:35 PM,Customer Care Call,Mill Valley,California,94941,Solved,No,June,Closed
1296,333619,Worst customer service with no resolution,2015-06-10,06-Oct-15,6:32:17 PM,Customer Care Call,Milpitas,California,95035,Solved,No,June,Closed
1297,362974,Comcast,2015-06-24,24-Jun-15,5:38:10 PM,Customer Care Call,Milpitas,California,95035,Open,No,June,Open
1298,362991,Comcast billing issues,2015-06-24,24-Jun-15,5:44:30 PM,Customer Care Call,Milpitas,California,95035,Closed,No,June,Closed
1299,361800,Paying for high speed internet and receiving low speeds,2015-06-24,24-Jun-15,12:57:08 PM,Internet,Milton,Delaware,19968,Open,Yes,June,Open
1300,325690,Unwilling to provide a refund for charging rent on a modem,2015-06-05,06-May-15,3:18:48 PM,Customer Care Call,Milton,Vermont,5468,Solved,No,June,Closed
1301,282824,Internet connectivity issues,2015-05-11,05-Nov-15,1:33:11 AM,Customer Care Call,Milwaukie,Oregon,97222,Solved,No,May,Closed
1302,358736,Comcast has raised my bill twice without warning,2015-06-23,23-Jun-15,2:45:47 PM,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No,June,Closed
1303,366782,"Comcast charges me for 25m connection, Get 5 down/11 up",2015-06-25,25-Jun-15,6:47:54 PM,Internet,Minneapolis,Minnesota,55404,Solved,No,June,Closed
1304,248414,Comcast Business not honoring signed contract,2015-04-21,21-Apr-15,3:54:00 PM,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No,April,Closed
1305,271592,Transfer of services,2015-05-04,05-Apr-15,1:18:44 PM,Internet,Miramar,Florida,33025,Solved,No,May,Closed
1306,338831,COMCAST NIGHTMARE,2015-06-13,13-Jun-15,10:53:23 AM,Internet,Miramar,Florida,33027,Solved,No,June,Closed
1307,353876,CHARGED ERRONEOUS FEE ON BILL,2015-06-20,20-Jun-15,2:19:44 PM,Customer Care Call,Miramar,Florida,33027,Solved,No,June,Closed
1308,251622,i need help pleas,2015-04-23,23-Apr-15,5:10:45 AM,Customer Care Call,Mobile,Alabama,36609,Closed,No,April,Closed
1309,336981,Discriminatory tiered pricing and traffic limitations by Comcast.,2015-06-12,06-Dec-15,1:17:37 PM,Internet,Mobile,Alabama,36608,Closed,Yes,June,Closed
1310,362644,Comcast thieves,2015-06-24,24-Jun-15,4:17:31 PM,Internet,Modesto,California,95350,Open,No,June,Open
1311,366339,Low internet quality,2015-06-25,25-Jun-15,4:45:36 PM,Customer Care Call,Modesto,California,95355,Open,No,June,Open
1312,233894,False Advertisement,2015-04-14,14-Apr-15,9:23:42 AM,Internet,Mokelumne Hill,California,95245,Closed,No,April,Closed
1313,283148,Comcast Targeted Blocking of Content,2015-05-11,05-Nov-15,11:12:44 AM,Internet,Mokena,Illinois,60448,Solved,No,May,Closed
1314,354707,Slow Internet / Monopoly Area,2015-06-21,21-Jun-15,3:20:59 PM,Customer Care Call,Monmouth Junction,New Jersey,8852,Solved,No,June,Closed
1315,248868,Data cap,2015-04-21,21-Apr-15,6:48:01 PM,Internet,Monroe,Georgia,30655,Closed,No,April,Closed
1316,241769,Data Cap 300gb,2015-04-17,17-Apr-15,3:05:38 PM,Customer Care Call,Monroe,Louisiana,71201,Closed,No,April,Closed
1317,361187,Comcast Usage Limit,2015-06-24,24-Jun-15,10:26:50 AM,Internet,Monroe,Louisiana,71201,Solved,No,June,Closed
1318,367035,Comcast Billing for Late Payment/Disconnect due to their error,2015-06-25,25-Jun-15,8:40:40 PM,Internet,Monroe,Louisiana,71203,Solved,No,June,Closed
1319,365393,Internet Service Down,2015-06-25,25-Jun-15,2:17:07 PM,Customer Care Call,Monroe,New Jersey,8831,Solved,No,June,Closed
1320,326658,spam,2015-06-06,06-Jun-15,11:26:31 AM,Customer Care Call,Montclair,New Jersey,7043,Solved,No,June,Closed
1321,318059,Failure to resolve Internet outages,2015-06-01,06-Jan-15,11:37:10 PM,Internet,Monterey,California,93940,Closed,No,June,Closed
1322,293497,Comcast internet service that I was NEVER able to use,2015-05-16,16-May-15,4:13:08 PM,Internet,Montgomery,Illinois,60538,Solved,No,May,Closed
1323,334592,Comcast Account Issues/Customer Service Complaints,2015-06-11,06-Nov-15,12:17:26 PM,Internet,Montgomery,Illinois,60538,Solved,No,June,Closed
1324,219305,comcast internet,2015-04-06,04-Jun-15,12:24:25 PM,Customer Care Call,Montverde,Florida,34756,Closed,No,April,Closed
1325,329291,ads for website,2015-06-08,06-Aug-15,6:42:26 PM,Customer Care Call,Monument,Colorado,80132,Closed,No,June,Closed
1326,359082,"Comcast is awful, lies, and is corrupt",2015-06-23,23-Jun-15,3:52:08 PM,Customer Care Call,Morgantown,West Virginia,26508,Open,No,June,Open
1327,361310,Internet Freezing,2015-06-24,24-Jun-15,10:54:16 AM,Customer Care Call,Morgantown,West Virginia,26508,Solved,No,June,Closed
1328,292335,Unannouced service outage not caused by weather,2015-05-15,15-May-15,4:04:09 PM,Customer Care Call,Morrisville,Pennsylvania,19067,Solved,No,May,Closed
1329,370929,COMCAST DATA CAP IS BULLCRAP,2015-06-28,28-Jun-15,1:37:22 PM,Customer Care Call,Morrow,Georgia,30260,Pending,No,June,Open
1330,244444,Receiving bill for account that was supposed to be cancelled,2015-04-20,20-Apr-15,11:46:41 AM,Internet,Morton Grove,Illinois,60053,Closed,Yes,April,Closed
1331,367029,Comcast,2015-06-25,25-Jun-15,8:37:47 PM,Internet,Mounds View,Minnesota,55112,Solved,No,June,Closed
1332,222424,Comcast refusing to run lines,2015-04-07,04-Jul-15,4:57:45 PM,Internet,Mount Airy,Maryland,21771,Closed,No,April,Closed
1333,225582,Comcast unreliable speed/ service,2015-04-08,04-Aug-15,11:36:27 PM,Customer Care Call,Mount Joy,Pennsylvania,17552,Closed,No,April,Closed
1334,289584,Internet service,2015-05-14,14-May-15,11:52:27 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No,May,Closed
1335,298788,Internet service,2015-05-20,20-May-15,11:23:14 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Closed,No,May,Closed
1336,298793,Internet service,2015-05-20,20-May-15,11:24:39 AM,Internet,Mount Juliet,Tennessee,37122,Solved,No,May,Closed
1337,360730,Comcast slow speeds and lying about prices,2015-06-24,24-Jun-15,1:39:44 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No,June,Closed
1338,245317,Billing Issues,2015-04-20,20-Apr-15,4:19:26 PM,Internet,Mount Laurel,New Jersey,8054,Closed,No,April,Closed
1339,367099,Unfair Comcast billing practices,2015-06-25,25-Jun-15,9:11:31 PM,Internet,Mount Laurel,New Jersey,8054,Open,No,June,Open
1340,270193,Comcast charging me monthly fees for equipment rental when I own the equipment,2015-05-02,05-Feb-15,4:36:59 PM,Internet,Mount Pleasant,South Carolina,29464,Closed,No,May,Closed
1341,300720,"Comcast refuses to credit erroneous overcharges due to deceptive ""promotional"" rates",2015-05-21,21-May-15,12:40:22 AM,Internet,Mount Pleasant,South Carolina,29464,Solved,No,May,Closed
1342,358657,Comcast Data Cap,2015-06-23,23-Jun-15,2:28:54 PM,Customer Care Call,Mount Pleasant,South Carolina,29466,Solved,No,June,Closed
1343,311889,"Comcast installation date of June 22, 2015",2015-05-28,28-May-15,3:39:29 PM,Customer Care Call,Mount Prospect,Illinois,60056,Solved,No,May,Closed
1344,219795,Comcast refusing to provide continued service promised/advertised in writing,2015-04-06,04-Jun-15,3:09:20 PM,Customer Care Call,Mountain View,California,94040,Closed,No,April,Closed
1345,257803,Required $100 deposit to open an account,2015-04-26,26-Apr-15,4:01:50 PM,Customer Care Call,Mountain View,California,94040,Closed,No,April,Closed
1346,265613,comcast,2015-04-29,29-Apr-15,11:06:07 PM,Customer Care Call,Mt. Airy,Maryland,21771,Closed,No,April,Closed
1347,336745,Cap on Comcast Data,2015-06-12,06-Dec-15,12:05:36 PM,Customer Care Call,Mt. Juliet,Tennessee,37122,Solved,No,June,Closed
1348,260732,Comcast Internet down since 4/25 with no resolve,2015-04-28,28-Apr-15,9:35:22 AM,Customer Care Call,Mt. Pleasant,South Carolina,29464,Closed,No,April,Closed
1349,240017,FALSE CHARGES & REFUSAL TO CREDIT,2015-04-16,16-Apr-15,4:53:02 PM,Customer Care Call,Mt. Plymouth,Florida,32776,Closed,No,April,Closed
1350,312724,Commercials burning data,2015-05-28,28-May-15,10:19:27 PM,Internet,Murfreesboro,Tennessee,37128,Pending,No,May,Open
1351,315373,Comcast,2015-05-30,30-May-15,6:59:10 PM,Customer Care Call,Murfreesboro,Tennessee,37129,Pending,No,May,Open
1352,318304,Comcast Internet Complaint,2015-06-02,06-Feb-15,10:07:23 AM,Customer Care Call,Murfreesboro,Tennessee,37129,Closed,No,June,Closed
1353,326309,Over charging for Internet,2015-06-05,06-May-15,8:19:51 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Closed,No,June,Closed
1354,354336,Comcast Data Policy and Lies,2015-06-20,20-Jun-15,9:31:57 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Solved,No,June,Closed
1355,357373,Comcast/Xfinity customer service and billing,2015-06-23,23-Jun-15,12:03:31 AM,Internet,Murfreesboro,Tennessee,37130,Solved,No,June,Closed
1356,373211,Comcast Data Cap,2015-06-29,29-Jun-15,5:43:17 PM,Internet,Murfreesboro,Tennessee,37127,Open,No,June,Open
1357,360476,Throttling bandwidth.,2015-06-23,23-Jun-15,11:07:54 PM,Customer Care Call,Murfressboro,Tennessee,37129,Solved,Yes,June,Closed
1358,330284,Comcast billing,2015-06-09,06-Sep-15,12:44:05 PM,Internet,Murphys,California,95247,Solved,No,June,Closed
1359,315456,Comcast service,2015-05-30,30-May-15,9:21:41 PM,Internet,Murray,Utah,84123,Open,No,May,Open
1360,299334,Comcast Data Overage Charges,2015-05-20,20-May-15,2:27:55 PM,Internet,Muscle Shoals,Alabama,35661,Open,No,May,Open
1361,244072,Dishonest Billing Practices,2015-04-20,20-Apr-15,4:28:08 AM,Customer Care Call,Muskegon,Michigan,49441,Closed,No,April,Closed
1362,260444,Dishonest Billing Practices and Lying,2015-04-27,27-Apr-15,10:30:16 PM,Customer Care Call,Muskegon,Michigan,49441,Closed,No,April,Closed
1363,338510,Comcast,2015-06-12,06-Dec-15,9:51:40 PM,Internet,Muskegon,Michigan,49445,Solved,No,June,Closed
1364,364033,comcast lowering internet speeds on constant basis,2015-06-25,25-Jun-15,9:54:52 AM,Customer Care Call,Muskegon,Michigan,49442,Solved,No,June,Closed
1365,352201,Comcast lies to the customer just to get them off the phone,2015-06-19,19-Jun-15,3:02:43 PM,Internet,My. Juliet,Tennessee,37122,Solved,No,June,Closed
1366,363200,Internet,2015-06-24,24-Jun-15,6:57:24 PM,Customer Care Call,Nanticoke,Pennsylvania,18634,Solved,No,June,Closed
1367,253407,No package/pricing information from Comcast for San Francisco,2015-04-23,23-Apr-15,5:06:38 PM,Internet,Napa,California,94558,Closed,Yes,April,Closed
1368,218000,Fraudulent charges and poor or no service,2015-04-04,04-Apr-15,4:23:33 PM,Internet,Naperville,Illinois,60540,Closed,No,April,Closed
1369,342174,Speed for internet nowhere close to claims,2015-06-15,15-Jun-15,7:21:52 PM,Internet,Naperville,Illinois,60564,Solved,No,June,Closed
1370,224670,Comcast took my account info,2015-04-08,04-Aug-15,4:02:43 PM,Internet,Naples,Florida,34102,Closed,No,April,Closed
1371,227819,"Over Billing, No reason code for excess billing, fraud - IMO",2015-04-09,04-Sep-15,9:31:47 PM,Internet,Naples,Florida,34113,Closed,No,April,Closed
1372,234527,Unreliable Internet Service,2015-04-14,14-Apr-15,12:48:34 PM,Internet,Naples,Florida,34119,Closed,No,April,Closed
1373,223053,Comcast caught in 3 lies,2015-04-07,04-Jul-15,10:13:21 PM,Internet,Naples,Florida,34113,Closed,No,April,Closed
1374,257986,no bill,2015-04-26,26-Apr-15,8:04:51 PM,Customer Care Call,Naples,Florida,34119,Closed,No,April,Closed
1375,309173,BAIT and SWITCH Product Offerings for Internet BLAST Service,2015-05-27,27-May-15,12:45:20 PM,Customer Care Call,Naples,Florida,34104,Solved,No,May,Closed
1376,324913,Comcast Charges Modem Rental But Modem was Returned 3 Years Ago,2015-06-05,06-May-15,10:51:32 AM,Internet,Naples,Florida,34102,Solved,No,June,Closed
1377,334798,Comcast internet,2015-06-11,06-Nov-15,1:17:55 PM,Internet,Naples,Florida,34117,Solved,No,June,Closed
1378,349460,Comcast Bundle Availability Complaint,2015-06-18,18-Jun-15,3:23:27 PM,Customer Care Call,Naples,Florida,34113,Open,Yes,June,Open
1379,217806,comcast connection issues,2015-04-04,04-Apr-15,1:43:01 PM,Internet,Nashville,Tennessee,37221,Closed,No,April,Closed
1380,224049,Unauthorized change in charges,2015-04-08,04-Aug-15,1:22:50 PM,Internet,Nashville,Tennessee,37220,Closed,No,April,Closed
1381,237368,availabilty,2015-04-15,15-Apr-15,2:54:59 PM,Internet,Nashville,Tennessee,37210,Closed,No,April,Closed
1382,243615,data allowance,2015-04-19,19-Apr-15,12:55:40 PM,Customer Care Call,Nashville,Tennessee,37211,Closed,No,April,Closed
1383,273991,Comcast Billing Issues,2015-05-05,05-May-15,2:29:17 PM,Customer Care Call,Nashville,Tennessee,37212,Closed,No,May,Closed
1384,293999,Comcast Data Usage - Deceptive Practice,2015-05-17,17-May-15,1:44:47 PM,Customer Care Call,Nashville,Tennessee,37208,Solved,No,May,Closed
1385,294329,Comcast's Data Cap,2015-05-18,18-May-15,7:54:39 AM,Internet,Nashville,Tennessee,37221,Pending,No,May,Open
1386,306848,"Comcast is limiting my access to data by using ""Data Caps""",2015-05-26,26-May-15,11:36:57 AM,Internet,Nashville,Tennessee,37209,Solved,No,May,Closed
1387,325552,Comcast attempting to circumvent net Neutrality policies,2015-06-05,06-May-15,2:33:12 PM,Customer Care Call,Nashville,Tennessee,37204,Solved,Yes,June,Closed
1388,337027,Comcast data cap,2015-06-12,06-Dec-15,1:31:47 PM,Customer Care Call,Nashville,Tennessee,37214,Solved,No,June,Closed
1389,341949,Comcast Downgraded service with no notification,2015-06-15,15-Jun-15,5:38:24 PM,Customer Care Call,Nashville,Tennessee,37207,Closed,No,June,Closed
